start,end,weight
49,52,1
49,53,1
50,52,1
50,53,1
51,53,1
51,54,1
51,88,1
51,108,1
53,104,1
55,59,1
55,61,1
55,62,1
55,65,1
55,112,1
55,116,1
55,120,1
56,60,1
56,62,1
56,64,1
56,65,1
57,59,1
57,60,1
57,62,1
57,63,1
57,65,1
58,61,1
58,62,1
58,64,1
58,66,1
58,69,1
58,72,1
58,74,1
59,61,1
59,62,1
59,63,1
59,65,1
59,112,1
59,116,1
59,120,1
60,62,1
60,65,1
61,62,1
61,65,1
61,69,1
61,75,1
61,112,1
62,65,1
63,114,1
63,116,1
63,120,1
64,72,1
66,68,1
66,69,1
66,72,1
66,74,1
67,70,1
67,71,1
67,73,1
67,78,1
67,81,1
67,83,1
67,87,1
67,124,1
67,130,1
67,132,1
68,70,1
68,73,1
68,74,1
68,76,1
69,71,1
69,74,1
69,75,1
69,128,1
70,73,1
70,74,1
70,76,1
70,78,1
70,81,1
70,84,1
71,73,1
71,75,1
71,128,1
72,74,1
73,74,1
73,76,1
73,78,1
73,81,1
75,112,1
75,128,1
76,78,1
76,81,1
76,84,1
77,79,1
77,82,1
77,83,1
77,85,1
77,86,1
77,136,1
77,140,1
78,81,1
78,83,1
78,84,1
78,86,1
78,87,1
79,85,1
79,136,1
79,140,1
79,142,1
79,144,1
80,82,1
80,84,1
80,86,1
81,83,1
81,84,1
81,87,1
82,84,1
82,85,1
82,86,1
82,90,1
83,86,1
83,87,1
83,132,1
83,136,1
83,140,1
84,86,1
85,86,1
85,90,1
85,93,1
85,136,1
85,144,1
87,124,1
87,130,1
87,132,1
87,138,1
88,92,1
88,94,1
88,97,1
88,98,1
88,108,1
89,90,1
89,91,1
89,92,1
89,93,1
89,95,1
89,97,1
89,98,1
90,92,1
90,93,1
90,96,1
90,98,1
91,93,1
91,94,1
91,95,1
91,97,1
91,99,1
91,105,1
91,148,1
91,152,1
91,162,1
92,96,1
92,98,1
93,95,1
93,144,1
93,152,1
94,97,1
94,98,1
94,99,1
94,101,1
94,102,1
94,105,1
94,108,1
95,99,1
95,146,1
95,148,1
95,152,1
95,162,1
96,98,1
97,98,1
97,99,1
97,102,1
97,105,1
97,108,1
99,101,1
99,102,1
99,105,1
99,107,1
99,148,1
99,162,1
99,164,1
100,104,1
100,106,1
101,102,1
101,105,1
101,107,1
101,109,1
101,164,1
102,104,1
102,105,1
102,107,1
102,108,1
103,107,1
103,109,1
103,154,1
103,160,1
104,106,1
105,107,1
105,108,1
106,109,1
107,109,1
107,156,1
107,160,1
107,164,1
109,160,1
110,113,1
110,114,1
110,116,1
110,117,1
110,118,1
110,119,1
110,120,1
111,117,1
111,119,1
111,168,1
111,170,1
111,174,1
112,116,1
112,118,1
112,126,1
112,128,1
113,115,1
113,116,1
113,117,1
113,118,1
113,119,1
113,126,1
114,116,1
114,117,1
114,120,1
115,118,1
115,119,1
115,123,1
115,126,1
115,172,1
115,180,1
116,118,1
116,120,1
117,119,1
117,168,1
118,126,1
119,168,1
119,170,1
119,172,1
121,122,1
121,124,1
121,125,1
121,127,1
121,130,1
121,131,1
121,135,1
121,137,1
121,138,1
121,141,1
121,192,1
122,124,1
122,125,1
122,128,1
122,129,1
122,130,1
122,131,1
123,125,1
123,126,1
123,129,1
123,131,1
123,176,1
123,180,1
124,130,1
124,132,1
124,138,1
125,127,1
125,129,1
125,131,1
125,135,1
125,176,1
126,129,1
127,131,1
127,135,1
127,141,1
127,176,1
127,178,1
127,184,1
129,131,1
130,132,1
130,138,1
130,141,1
131,135,1
131,176,1
131,184,1
132,134,1
132,137,1
132,138,1
132,140,1
133,134,1
133,137,1
133,139,1
133,142,1
133,147,1
133,150,1
133,153,1
134,136,1
134,137,1
134,138,1
134,140,1
134,141,1
134,142,1
135,137,1
135,141,1
135,176,1
135,178,1
135,184,1
135,192,1
136,140,1
136,142,1
136,144,1
137,138,1
137,140,1
137,141,1
137,142,1
137,192,1
138,140,1
138,141,1
139,142,1
139,147,1
139,153,1
139,196,1
139,204,1
140,142,1
141,184,1
141,192,1
142,150,1
142,153,1
143,147,1
143,149,1
143,151,1
143,200,1
143,204,1
143,208,1
144,146,1
144,150,1
144,152,1
145,146,1
145,148,1
145,149,1
145,151,1
145,152,1
145,162,1
146,149,1
146,150,1
146,152,1
146,153,1
147,149,1
147,150,1
147,153,1
147,200,1
147,204,1
147,208,1
148,152,1
148,156,1
148,162,1
148,164,1
149,151,1
149,200,1
149,208,1
150,152,1
150,153,1
151,159,1
151,200,1
151,202,1
151,208,1
151,216,1
152,162,1
154,156,1
154,157,1
154,158,1
154,160,1
154,161,1
154,163,1
154,164,1
155,158,1
155,159,1
155,161,1
155,163,1
155,210,1
155,212,1
155,216,1
156,158,1
156,161,1
156,162,1
156,164,1
157,158,1
157,161,1
157,163,1
158,161,1
158,163,1
158,164,1
159,202,1
159,208,1
159,210,1
159,212,1
159,216,1
159,218,1
161,163,1
161,164,1
162,164,1
163,212,1
165,167,1
165,170,1
165,171,1
165,173,1
165,174,1
165,224,1
166,169,1
166,170,1
166,172,1
166,177,1
166,180,1
166,182,1
166,186,1
167,169,1
167,171,1
167,173,1
167,175,1
167,220,1
167,224,1
167,226,1
167,228,1
168,170,1
168,174,1
169,170,1
169,172,1
169,173,1
169,174,1
169,175,1
169,177,1
169,180,1
169,186,1
170,172,1
170,173,1
170,174,1
171,173,1
171,174,1
171,224,1
171,228,1
172,180,1
172,186,1
173,174,1
173,224,1
173,228,1
175,177,1
175,183,1
175,220,1
175,226,1
175,234,1
175,236,1
175,240,1
176,178,1
176,182,1
176,184,1
177,179,1
177,180,1
177,182,1
177,183,1
177,185,1
177,186,1
178,181,1
178,182,1
178,184,1
178,185,1
178,189,1
178,192,1
179,181,1
179,182,1
179,183,1
179,185,1
179,232,1
179,236,1
179,240,1
180,182,1
180,186,1
181,182,1
181,185,1
181,189,1
181,195,1
181,232,1
182,185,1
182,186,1
183,185,1
183,220,1
183,234,1
183,236,1
183,240,1
184,192,1
185,189,1
187,190,1
187,191,1
187,193,1
187,197,1
187,207,1
187,244,1
187,248,1
188,190,1
188,192,1
188,194,1
188,196,1
188,197,1
189,191,1
189,195,1
189,197,1
189,232,1
190,193,1
190,194,1
190,196,1
190,197,1
190,198,1
191,195,1
191,197,1
191,242,1
191,244,1
191,246,1
191,248,1
191,252,1
192,194,1
193,194,1
193,196,1
193,197,1
193,198,1
193,201,1
193,204,1
193,207,1
194,196,1
194,197,1
195,197,1
195,232,1
195,252,1
196,198,1
196,204,1
197,248,1
198,200,1
198,201,1
198,204,1
198,206,1
199,203,1
199,205,1
199,206,1
199,213,1
199,219,1
199,256,1
199,260,1
199,262,1
200,204,1
200,206,1
200,208,1
201,203,1
201,204,1
201,206,1
201,207,1
202,205,1
202,206,1
202,208,1
202,209,1
202,210,1
202,213,1
202,216,1
202,218,1
203,205,1
203,206,1
203,256,1
203,260,1
204,206,1
205,206,1
205,213,1
205,219,1
205,256,1
206,208,1
207,244,1
207,258,1
207,260,1
208,216,1
209,210,1
209,212,1
209,213,1
209,214,1
209,215,1
209,217,1
209,218,1
209,219,1
209,272,1
210,212,1
210,213,1
210,216,1
210,218,1
211,214,1
211,215,1
211,217,1
211,268,1
211,274,1
212,214,1
212,217,1
212,218,1
213,215,1
213,218,1
213,219,1
213,256,1
213,264,1
213,272,1
214,217,1
214,218,1
215,217,1
215,219,1
215,264,1
215,266,1
215,268,1
215,272,1
216,218,1
217,218,1
219,256,1
219,264,1
219,272,1
220,224,1
220,226,1
220,229,1
220,230,1
220,234,1
220,236,1
220,240,1
221,223,1
221,226,1
221,227,1
221,229,1
221,230,1
222,225,1
222,227,1
222,228,1
223,227,1
223,229,1
223,231,1
224,226,1
224,228,1
224,230,1
225,227,1
225,228,1
226,228,1
226,229,1
226,230,1
226,234,1
226,240,1
227,230,1
228,230,1
229,230,1
229,231,1
229,234,1
229,237,1
230,234,1
231,233,1
231,237,1
231,239,1
232,236,1
232,238,1
232,241,1
232,246,1
232,252,1
233,235,1
233,236,1
233,237,1
233,238,1
233,239,1
233,241,1
234,236,1
234,237,1
234,240,1
235,237,1
235,238,1
235,239,1
235,241,1
235,243,1
235,249,1
236,240,1
237,239,1
238,241,1
238,243,1
238,245,1
238,246,1
238,249,1
238,252,1
239,241,1
239,243,1
241,243,1
241,246,1
241,249,1
241,252,1
242,244,1
242,245,1
242,246,1
242,248,1
242,249,1
242,250,1
242,252,1
243,245,1
243,246,1
243,249,1
243,251,1
244,248,1
244,250,1
245,246,1
245,249,1
245,251,1
246,248,1
246,249,1
246,251,1
246,252,1
247,251,1
247,255,1
247,261,1
247,263,1
248,250,1
248,252,1
249,251,1
249,252,1
250,258,1
250,261,1
253,254,1
253,257,1
253,259,1
253,262,1
253,263,1
253,267,1
253,270,1
254,257,1
254,258,1
254,260,1
254,261,1
254,262,1
254,263,1
255,261,1
255,263,1
256,260,1
256,262,1
256,264,1
256,270,1
256,272,1
257,259,1
257,260,1
257,262,1
257,263,1
257,270,1
258,260,1
258,261,1
259,262,1
259,263,1
259,267,1
259,270,1
259,273,1
260,262,1
261,263,1
262,270,1
264,266,1
264,270,1
264,272,1
264,273,1
265,266,1
265,268,1
265,269,1
265,271,1
265,274,1
266,268,1
266,269,1
266,272,1
266,273,1
266,274,1
267,269,1
267,270,1
267,273,1
268,272,1
268,274,1
269,271,1
269,273,1
270,273,1
